    0.0100000         -NaN
    0.0116000         -NaN
    0.0132000         -NaN
    0.0148000         -NaN
    0.0164000         -NaN
    0.0180000         -NaN
    0.0196000         -NaN
    0.0212000         -NaN
    0.0228000         -NaN
    0.0244000         -NaN
    0.0260000         -NaN
    0.0276000         -NaN
    0.0292000         -NaN
    0.0308000         -NaN
    0.0324000         -NaN
    0.0340000         -NaN
    0.0356000         -NaN
    0.0372000         -NaN
    0.0388000         -NaN
    0.0404000         -NaN
    0.0420000         -NaN
    0.0436000         -NaN
    0.0452000         -NaN
    0.0468000         -NaN
    0.0484000         -NaN
    0.0500000         -NaN
    0.0516000         -NaN
    0.0532000         -NaN
    0.0548000         -NaN
    0.0564000         -NaN
    0.0580000         -NaN
    0.0596000         -NaN
    0.0612000         -NaN
    0.0628000         -NaN
    0.0644000         -NaN
    0.0660000         -NaN
    0.0676000         -NaN
    0.0692000         -NaN
    0.0708000         -NaN
    0.0724000         -NaN
    0.0740000         -NaN
    0.0756000         -NaN
    0.0772000         -NaN
    0.0788000         -NaN
    0.0804000         -NaN
    0.0820000         -NaN
    0.0836000         -NaN
    0.0852000         -NaN
    0.0868000         -NaN
    0.0884000         -NaN
    0.0900000         -NaN
    0.0916000         -NaN
    0.0932000         -NaN
    0.0948000         -NaN
    0.0964000         -NaN
    0.0980000         -NaN
    0.0996000         -NaN
     0.101200         -NaN
     0.102800         -NaN
     0.104400         -NaN
     0.106000         -NaN
     0.107600         -NaN
     0.109200         -NaN
     0.110800         -NaN
     0.112400         -NaN
     0.114000         -NaN
     0.115600         -NaN
     0.117200         -NaN
     0.118800         -NaN
     0.120400         -NaN
     0.122000         -NaN
     0.123600         -NaN
     0.125200         -NaN
     0.126800         -NaN
     0.128400         -NaN
     0.130000         -NaN
     0.131600         -NaN
     0.133200         -NaN
     0.134800         -NaN
     0.136400         -NaN
     0.138000         -NaN
     0.139600         -NaN
     0.141200         -NaN
     0.142800         -NaN
     0.144400         -NaN
     0.146000         -NaN
     0.147600         -NaN
     0.149200         -NaN
     0.150800         -NaN
     0.152400         -NaN
     0.154000         -NaN
     0.155600         -NaN
     0.157200         -NaN
     0.158800         -NaN
     0.160400         -NaN
     0.162000         -NaN
     0.163600         -NaN
     0.165200         -NaN
     0.166800         -NaN
     0.168400         -NaN
     0.170000         -NaN
     0.171600         -NaN
     0.173200         -NaN
     0.174800         -NaN
     0.176400         -NaN
     0.178000         -NaN
     0.179600         -NaN
     0.181200         -NaN
     0.182800         -NaN
     0.184400         -NaN
     0.186000         -NaN
     0.187600         -NaN
     0.189200         -NaN
     0.190800         -NaN
     0.192400         -NaN
     0.194000         -NaN
     0.195600         -NaN
     0.197200         -NaN
     0.198800         -NaN
     0.200400         -NaN
     0.202000         -NaN
     0.203600         -NaN
     0.205200         -NaN
     0.206800         -NaN
     0.208400         -NaN
     0.210000         -NaN
     0.211600         -NaN
     0.213200         -NaN
     0.214800         -NaN
     0.216400         -NaN
     0.218000         -NaN
     0.219600         -NaN
     0.221200         -NaN
     0.222800         -NaN
     0.224400         -NaN
     0.226000         -NaN
     0.227600         -NaN
     0.229200         -NaN
     0.230800         -NaN
     0.232400         -NaN
     0.234000         -NaN
     0.235600         -NaN
     0.237200         -NaN
     0.238800         -NaN
     0.240400         -NaN
     0.242000         -NaN
     0.243600         -NaN
     0.245200         -NaN
     0.246800         -NaN
     0.248400         -NaN
     0.250000         -NaN
     0.251600         -NaN
     0.253200         -NaN
     0.254800         -NaN
     0.256400         -NaN
     0.258000         -NaN
     0.259600         -NaN
     0.261200         -NaN
     0.262800         -NaN
     0.264400         -NaN
     0.266000         -NaN
     0.267600         -NaN
     0.269200         -NaN
     0.270800         -NaN
     0.272400         -NaN
     0.274000         -NaN
     0.275600         -NaN
     0.277200         -NaN
     0.278800         -NaN
     0.280400         -NaN
     0.282000         -NaN
     0.283600         -NaN
     0.285200         -NaN
     0.286800         -NaN
     0.288400         -NaN
     0.290000         -NaN
     0.291600         -NaN
     0.293200         -NaN
     0.294800         -NaN
     0.296400         -NaN
     0.298000         -NaN
     0.299600         -NaN
     0.301200         -NaN
     0.302800         -NaN
     0.304400         -NaN
     0.306000         -NaN
     0.307600         -NaN
     0.309200         -NaN
     0.310800         -NaN
     0.312400         -NaN
     0.314000         -NaN
     0.315600         -NaN
     0.317200         -NaN
     0.318800      0.00000
     0.320400      0.00000
     0.322000      0.00000
     0.323600      0.00000
     0.325200      0.00000
     0.326800      0.00000
     0.328400      0.00000
     0.330000      0.00000
     0.331600      0.00000
     0.333200      0.00000
     0.334800      0.00000
     0.336400      0.00000
     0.338000      0.00000
     0.339600      0.00000
     0.341200      0.00000
     0.342800      0.00000
     0.344400      0.00000
     0.346000      0.00000
     0.347600      0.00000
     0.349200      0.00000
     0.350800      0.00000
     0.352400      0.00000
     0.354000      0.00000
     0.355600      0.00000
     0.357200      0.00000
     0.358800      0.00000
     0.360400      0.00000
     0.362000      0.00000
     0.363600      0.00000
     0.365200      0.00000
     0.366800      0.00000
     0.368400      0.00000
     0.370000      0.00000
     0.371600      0.00000
     0.373200      0.00000
     0.374800      0.00000
     0.376400      0.00000
     0.378000      0.00000
     0.379600      0.00000
     0.381200      0.00000
     0.382800      0.00000
     0.384400      0.00000
     0.386000      0.00000
     0.387600      0.00000
     0.389200      0.00000
     0.390800      0.00000
     0.392400      0.00000
     0.394000      0.00000
     0.395600      0.00000
     0.397200      0.00000
     0.398800      0.00000
     0.400400      0.00000
     0.402000      0.00000
     0.403600      0.00000
     0.405200      0.00000
     0.406800      0.00000
     0.408400      0.00000
     0.410000      0.00000
     0.411600      0.00000
     0.413200      0.00000
     0.414800      0.00000
     0.416400      0.00000
     0.418000      0.00000
     0.419600      0.00000
     0.421200      0.00000
     0.422800      0.00000
     0.424400      0.00000
     0.426000      0.00000
     0.427600      0.00000
     0.429200      0.00000
     0.430800      0.00000
     0.432400      0.00000
     0.434000      0.00000
     0.435600      0.00000
     0.437200      0.00000
     0.438800      0.00000
     0.440400      0.00000
     0.442000      0.00000
     0.443600      0.00000
     0.445200      0.00000
     0.446800      0.00000
     0.448400      0.00000
     0.450000      0.00000
     0.451600      0.00000
     0.453200      0.00000
     0.454800      0.00000
     0.456400      0.00000
     0.458000      0.00000
     0.459600      0.00000
     0.461200      0.00000
     0.462800      0.00000
     0.464400      0.00000
     0.466000      0.00000
     0.467600      0.00000
     0.469200      0.00000
     0.470800      0.00000
     0.472400      0.00000
     0.474000      0.00000
     0.475600      0.00000
     0.477200      0.00000
     0.478800      0.00000
     0.480400      0.00000
     0.482000      0.00000
     0.483600      0.00000
     0.485200      0.00000
     0.486800      0.00000
     0.488400      0.00000
     0.490000      0.00000
     0.491600      0.00000
     0.493200      0.00000
     0.494800      0.00000
     0.496400      0.00000
     0.498000      0.00000
     0.499600      0.00000
     0.501200      0.00000
     0.502800      0.00000
     0.504400      0.00000
     0.506000      0.00000
     0.507600      0.00000
     0.509200      0.00000
     0.510800      0.00000
     0.512400      0.00000
     0.514000      0.00000
     0.515600      0.00000
     0.517200      0.00000
     0.518800      0.00000
     0.520400      0.00000
     0.522000      0.00000
     0.523600      0.00000
     0.525200      0.00000
     0.526800      0.00000
     0.528400      0.00000
     0.530000      0.00000
     0.531600      0.00000
     0.533200      0.00000
     0.534800      0.00000
     0.536400      0.00000
     0.538000      0.00000
     0.539600      0.00000
     0.541200      0.00000
     0.542800      0.00000
     0.544400      0.00000
     0.546000      0.00000
     0.547600      0.00000
     0.549200      0.00000
     0.550800      0.00000
     0.552400      0.00000
     0.554000      0.00000
     0.555600      0.00000
     0.557200      0.00000
     0.558800      0.00000
     0.560400      0.00000
     0.562000      0.00000
     0.563600      0.00000
     0.565200      0.00000
     0.566800      0.00000
     0.568400      0.00000
     0.570000      0.00000
     0.571600      0.00000
     0.573200      0.00000
     0.574800      0.00000
     0.576400      0.00000
     0.578000      0.00000
     0.579600      0.00000
